ni,nc,method,par,true_value,value,se
1e3,25,G,f,-0.5,-6.164223924154574,0.23054892959771678
100,50,G,f,-0.5,-0.28238885513478323,0.18723714258521795
500,50,G,f,-0.5,0.8872727302631065,0.1920712919672951
1e3,50,G,f,-0.5,-1.0953649616718313,0.19601812452310696
100,10,J,f,-0.5,-0.5820061512807273,0.09943227499024943
500,10,J,f,-0.5,1.0416570633055124,0.19624866073718295
1e3,10,J,f,-0.5,-0.05867682058056278,0.1403632714645937
100,25,J,f,-0.5,-5.020671725404092,0.1721369249280542
500,25,J,f,-0.5,-2.9844838068340676,0.02239532658131793
1e3,25,J,f,-0.5,-1.3771784479105227,0.010182886209804565
100,50,J,f,-0.5,1.5105357492225222,0.050284993078093976
500,50,J,f,-0.5,0.21960368652750062,0.225225662055891
1e3,50,J,f,-0.5,0.012989566479903458,0.005465117690619081
100,10,N,f,-0.5,-3.3076959977229246,0.05159526958595961
500,10,N,f,-0.5,5.292722427595841,0.2159519772976637
1e3,10,N,f,-0.5,-0.7283381813601719,0.14439191995188594
100,25,N,f,-0.5,2.63468127686943,0.06997018976835534
500,25,N,f,-0.5,-3.345888428136761,0.0067125033237971365
1e3,25,N,f,-0.5,-2.91211052035986,0.23557775223162025
100,50,N,f,-0.5,-0.801322124749222,0.008942596788983792
500,50,N,f,-0.5,-7.120937571971646,0.031642328947782516
1e3,50,N,f,-0.5,-1.7815964808521771,0.19902664970140904
100,10,G,v,-0.5,-1.09333922281589,0.18850425502751023
500,10,G,v,-0.5,1.8832871369386326,0.031376824306789786
1e3,10,G,v,-0.5,-0.5525148989873827,0.2025883419555612
100,25,G,v,-0.5,-2.5962415359099396,0.13610553840408102
500,25,G,v,-0.5,-2.2906264703689216,0.2078314483514987
1e3,25,G,v,-0.5,0.7253214799276346,0.07999505352927372
100,50,G,v,-0.5,-3.7267196145689314,0.0510966774309054
500,50,G,v,-0.5,6.700232636256607,0.010932690813206136
1e3,50,G,v,-0.5,0.9234550351328004,0.03941635257797316
100,10,J,v,-0.5,2.467737161428762,0.13001634879037738
500,10,J,v,-0.5,0.890029180288372,0.02864942728774622
1e3,10,J,v,-0.5,-3.9171954783229728,0.1131839930312708
100,25,J,v,-0.5,1.3672169373532757,0.23836900293827057
500,25,J,v,-0.5,-1.1970683160050368,0.11424409318715334
1e3,25,J,v,-0.5,-2.4913564490404454,0.19969891820801422
100,50,J,v,-0.5,-1.1973972970453162,0.09673929458949715
500,50,J,v,-0.5,-2.626825959826647,0.23755878151860088
1e3,50,J,v,-0.5,2.365244016317414,0.09304294129833579
100,10,N,v,-0.5,-1.6628442121760276,0.20646363269770518
500,10,N,v,-0.5,1.5465123565835617,0.06742484489222988
1e3,10,N,v,-0.5,-2.2239350517407077,0.0036566934431903064
100,25,N,v,-0.5,-6.338311816828564,0.04671325482195243
500,25,N,v,-0.5,0.39337688532457293,0.17893879034090787
1e3,25,N,v,-0.5,-0.4461769693693715,0.04533623094903305
100,50,N,v,-0.5,0.06535359452052425,0.1211165232816711
500,50,N,v,-0.5,-2.249705300162611,0.2342350424733013
1e3,50,N,v,-0.5,1.991921926686492,0.20448317838599905
100,10,G,z,-0.5,0.2826173877920065,0.1913074427866377
500,10,G,z,-0.5,0.2567263989896864,0.11594518687343225
1e3,10,G,z,-0.5,-4.160028274528679,0.13362934830365703
100,25,G,z,-0.5,2.1069180680356046,0.11249037215020508
500,25,G,z,-0.5,-3.111477169452149,0.11957267933757976
1e3,25,G,z,-0.5,-5.637515057777506,0.12867165234638378
100,50,G,z,-0.5,2.051993202847425,0.06562387326266617
500,50,G,z,-0.5,-1.7325122989890982,0.19615534524200484
1e3,50,G,z,-0.5,-3.4924048535310184,0.03263440105365589
100,10,J,z,-0.5,-1.3906096560469021,0.18641418201150373
500,10,J,z,-0.5,-0.7382198360313488,0.16159481648355722
1e3,10,J,z,-0.5,3.9035117281557534,0.042494902678299695
100,25,J,z,-0.5,-10.365395501035188,0.23380839260062203
500,25,J,z,-0.5,-0.1035205378834056,0.20391321822535247
1e3,25,J,z,-0.5,-5.965023933004862,0.23459118709433824
100,50,J,z,-0.5,3.716963661355334,0.05146157002309337
500,50,J,z,-0.5,-4.580018608577888,0.15998419147217646
1e3,50,J,z,-0.5,-0.5470286327768589,0.20656029891688377
100,10,N,z,-0.5,-0.1989899017403014,0.034833015175536275
500,10,N,z,-0.5,-2.4541589340525727,0.1583437299123034
1e3,10,N,z,-0.5,-5.141399923617047,0.16766963165719062
100,25,N,z,-0.5,-1.7600606199785513,0.05099947296548635
500,25,N,z,-0.5,-3.255763865484177,0.09434221987612545
1e3,25,N,z,-0.5,1.0054196022030977,0.166566853527911
100,50,N,z,-0.5,-3.0212416104702076,0.0845800302340649
500,50,N,z,-0.5,-1.4560617780385918,0.11757725226925686
1e3,50,N,z,-0.5,3.358639717863021,0.15937823691638187
100,10,G,o,-0.5,-1.0890102933941816,0.08772268728353083
500,10,G,o,-0.5,-3.0030920041589813,0.21806405746610835
1e3,10,G,o,-0.5,-1.1740837281971106,0.20502764492994174
100,25,G,o,-0.5,-0.39106209697319927,0.15688135899836197
500,25,G,o,-0.5,-5.792506892047842,0.05589350749505684
1e3,25,G,o,-0.5,-1.3304866820437131,0.14364061882952228
100,50,G,o,-0.5,0.688689097774037,0.2056369250640273
500,50,G,o,-0.5,4.408974311702415,0.1979165617376566
1e3,50,G,o,-0.5,-2.2836526865255538,0.18305548292119056
100,10,J,o,-0.5,1.817613950474203,0.23572352598421276
500,10,J,o,-0.5,-1.8674875384653955,0.07381720870034769
1e3,10,J,o,-0.5,0.15609944188431502,0.006298751395661384
100,25,J,o,-0.5,-1.6705189844986033,0.06835582159692422
500,25,J,o,-0.5,2.617289532705345,0.21055734291439876
1e3,25,J,o,-0.5,-2.1765546273623286,0.2466436589602381
100,50,J,o,-0.5,-2.456398882993057,0.10879297967767343
500,50,J,o,-0.5,-3.0728552745680986,0.16728585754754022
1e3,50,J,o,-0.5,0.12595747412508518,0.14873257302679121
100,10,N,o,-0.5,2.028651061281093,0.10757323715370148
500,10,N,o,-0.5,1.9278446069060147,0.15712081466335803
1e3,10,N,o,-0.5,0.22914374210613653,0.14182872022502124
100,25,N,o,-0.5,2.210798234605249,0.03485736105358228
500,25,N,o,-0.5,3.8586016006597923,0.1385139149497263
1e3,25,N,o,-0.5,1.1745749478760805,0.03142426913836971
100,50,N,o,-0.5,-3.930966768586653,0.1757276956923306
500,50,N,o,-0.5,-1.7649961074573102,0.18929337261943147
1e3,50,N,o,-0.5,4.67214213305497,0.2289680055109784
100,10,G,x,0,0.41905500003047974,0
500,10,G,x,0,0.9337788173811187,0
1e3,10,G,x,0,3.1534411271990246,0
100,25,G,x,0,2.1905839287240054,0
500,25,G,x,0,-2.7002111077039737,0
1e3,25,G,x,0,0.7391229473273996,0
100,50,G,x,0,-1.151873266936986,0
500,50,G,x,0,-1.5851646967895492,0
1e3,50,G,x,0,-3.7128121763846247,0
100,10,J,x,0,-2.02752459607132,0
500,10,J,x,0,1.6885361046789524,0
1e3,10,J,x,0,1.9785546932953562,0
100,25,J,x,0,-0.6541394793741113,0
500,25,J,x,0,-1.2977713131064792,0
1e3,25,J,x,0,-1.4365974657176126,0
100,50,J,x,0,1.8131045339581346,0
500,50,J,x,0,0.9221638729195594,0
1e3,50,J,x,0,-2.124717331660691,0
100,10,N,x,0,2.9878829106178073,0
500,10,N,x,0,-2.604427391367036,0
1e3,10,N,x,0,0.4932180433011342,0
100,25,N,x,0,1.1008583037394264,0
500,25,N,x,0,2.080680082633867,0
1e3,25,N,x,0,-0.6976384349549821,0
100,50,N,x,0,0.5519814633415393,0
500,50,N,x,0,-0.07700881082520283,0
1e3,50,N,x,0,-3.1076034879839605,0
100,10,G,f,0,-0.9705328095501533,0
500,10,G,f,0,-0.4268304843353461,0
1e3,10,G,f,0,-2.5507336479122955,0
100,25,G,f,0,-1.7114845152864564,0
500,25,G,f,0,0.6590597834654918,0
1e3,25,G,f,0,1.7515685872550988,0
100,50,G,f,0,-1.0447571807783742,0
500,50,G,f,0,-4.387895527757652,0
1e3,50,G,f,0,1.115076187691843,0
100,10,J,f,0,-1.0403156283118105,0
500,10,J,f,0,2.652774669444332,0
1e3,10,J,f,0,-2.3424372835537692,0
100,25,J,f,0,-1.5863534286883012,0
500,25,J,f,0,0.6114075386711223,0
1e3,25,J,f,0,-0.5369605600049038,0
100,50,J,f,0,-1.5713382119992285,0
500,50,J,f,0,1.78768907911933,0
1e3,50,J,f,0,-2.189311998451604,0
100,10,N,f,0,-1.489772077650675,0
500,10,N,f,0,-1.922929307255788,0
1e3,10,N,f,0,-0.0835727671283211,0
100,25,N,f,0,1.3233869143438766,0
500,25,N,f,0,-0.12645513983680437,0
1e3,25,N,f,0,-0.9734249186196828,0
100,50,N,f,0,3.9527602813886373,0
500,50,N,f,0,0.22744298792503065,0
1e3,50,N,f,0,-1.3931307529950632,0
100,10,G,v,0,4.4445450909590996,0
500,10,G,v,0,0.9878892876809454,0
1e3,10,G,v,0,2.803237056465835,0
100,25,G,v,0,-0.267266174023552,0
500,25,G,v,0,0.5857942762444394,0
1e3,25,G,v,0,-1.580152146420264,0
100,50,G,v,0,-0.22049795416376303,0
500,50,G,v,0,-0.6354484539370858,0
1e3,50,G,v,0,0.19310846897483183,0
100,10,J,v,0,1.7276030580738149,0
500,10,J,v,0,0.3507049060393775,0
1e3,10,J,v,0,0.890792283635274,0
100,25,J,v,0,0.5223610403418404,0
500,25,J,v,0,0.5759890916122082,0
1e3,25,J,v,0,0.20573588002572524,0
100,50,J,v,0,-2.6616690083083,0
500,50,J,v,0,3.8518298873155135,0
1e3,50,J,v,0,0.3918085807476966,0
100,10,N,v,0,0.8582310750496975,0
500,10,N,v,0,-2.552647980374095,0
1e3,10,N,v,0,2.784608752341608,0
100,25,N,v,0,0.583471129176731,0
500,25,N,v,0,-0.15487040859380477,0
1e3,25,N,v,0,-0.051412533260446314,0
100,50,N,v,0,-1.392888940992445,0
500,50,N,v,0,1.8082891952317814,0
1e3,50,N,v,0,-3.397161640906278,0
100,10,G,z,0,-3.2749782849836753,0
500,10,G,z,0,1.7071055180856016,0
1e3,10,G,z,0,3.097966619209492,0
100,25,G,z,0,-1.204368895171953,0
500,25,G,z,0,-0.5879115189703075,0
1e3,25,G,z,0,1.1569347555187697,0
100,50,G,z,0,-2.9769407658447857,0
500,50,G,z,0,-0.6461329636504038,0
1e3,50,G,z,0,-2.713066078660493,0
100,10,J,z,0,-2.374915872478889,0
500,10,J,z,0,5.398619570404667,0
1e3,10,J,z,0,-0.4629243660446485,0
100,25,J,z,0,-2.1865380321173786,0
500,25,J,z,0,-2.582397406580701,0
1e3,25,J,z,0,0.6752865361839052,0
100,50,J,z,0,1.665083455443638,0
500,50,J,z,0,-0.31117532901048417,0
1e3,50,J,z,0,3.7628149523990637,0
100,10,N,z,0,1.928184936122357,0
500,10,N,z,0,0.46620380337125517,0
1e3,10,N,z,0,0.09652354246710328,0
100,25,N,z,0,-1.0417914692460313,0
500,25,N,z,0,1.7990880932129523,0
1e3,25,N,z,0,1.2988065321087048,0
100,50,N,z,0,1.1386873240256925,0
500,50,N,z,0,3.5099469724470556,0
1e3,50,N,z,0,-0.7274276902564288,0
100,10,G,o,0,0.1202874239782404,0
500,10,G,o,0,-1.6410228498624013,0
1e3,10,G,o,0,-2.4903961772131384,0
100,25,G,o,0,2.7155486490507226,0
500,25,G,o,0,3.396523272199815,0
1e3,25,G,o,0,3.798766844660634,0
100,50,G,o,0,2.8043932944246213,0
500,50,G,o,0,0.530769279476704,0
1e3,50,G,o,0,1.3811317509953895,0
100,10,J,o,0,-1.891872008200372,0
500,10,J,o,0,1.0394765352058286,0
1e3,10,J,o,0,-1.561098419715637,0
100,25,J,o,0,1.4677240836271712,0
500,25,J,o,0,0.03174903872543869,0
1e3,25,J,o,0,3.6247053325787095,0
100,50,J,o,0,-0.6817042667108296,0
500,50,J,o,0,1.0995562171419435,0
1e3,50,J,o,0,0.6532430913569509,0
100,10,N,o,0,2.4950075045411837,0
500,10,N,o,0,-0.1395222856912321,0
1e3,10,N,o,0,-0.46310479918172986,0
100,25,N,o,0,1.0236822110309107,0
500,25,N,o,0,-1.3836102110971815,0
1e3,25,N,o,0,-1.1394541749756806,0
100,50,N,o,0,0.5997007583276767,0
500,50,N,o,0,1.163290269550177,0
1e3,50,N,o,0,1.7524326368054786,0
100,10,G,x,0.5,0.8789285977921215,0.005569234548602253
500,10,G,x,0.5,2.090829067784257,0.0670809909934178
1e3,10,G,x,0.5,0.6464522390672034,0.10321343585383147
100,25,G,x,0.5,0.08297899703497585,0.053991329681593925
500,25,G,x,0.5,2.5877284933533105,0.09438815159955993
1e3,25,G,x,0.5,-2.666602063474461,0.0846882708137855
100,50,G,x,0.5,-2.2371114471346596,0.049351007386576384
500,50,G,x,0.5,-0.3071938940490023,0.19318728748476133
1e3,50,G,x,0.5,2.0758681164377863,0.11964108335087076
100,10,J,x,0.5,1.3555965957885587,0.10019242210546508
500,10,J,x,0.5,1.073374616092273,0.044309092045295984
1e3,10,J,x,0.5,1.2769788062017295,0.11338422039989382
100,25,J,x,0.5,3.528009502995391,0.17699764529243112
500,25,J,x,0.5,0.4446045349664284,0.005567525164224207
1e3,25,J,x,0.5,-0.06627193237783569,0.2270538025186397
100,50,J,x,0.5,-0.34525549382672527,0.16930742847034708
500,50,J,x,0.5,0.145729148841168,0.17323539569042623
1e3,50,J,x,0.5,-0.5871069982305344,0.16511033184360713
100,10,N,x,0.5,2.0052946838533865,0.21807937161065638
500,10,N,x,0.5,0.06601963118591997,0.03616023255744949
1e3,10,N,x,0.5,-1.0633751006136216,0.014064272807445377
100,25,N,x,0.5,0.9264497086892229,0.24616272904677317
500,25,N,x,0.5,-0.8823823236178818,0.10423903458286077
1e3,25,N,x,0.5,1.0715135689978075,0.01903939596377313
100,50,N,x,0.5,-1.8204515125978658,0.06476902804570273
500,50,N,x,0.5,2.163362513873312,0.21781512547750026
1e3,50,N,x,0.5,0.6459733106804438,0.04994559031911194
100,10,G,f,0.5,-1.1336501762140123,0.20929184916894883
500,10,G,f,0.5,-0.20452853457918163,0.07845560176065192
1e3,10,G,f,0.5,-0.43269256566808034,0.009023745195008814
100,25,G,f,0.5,2.749940248417538,0.1943039846373722
500,25,G,f,0.5,1.2342744376989243,0.15712900855578482
1e3,25,G,f,0.5,-0.01886698603369652,0.03430463431868702
100,50,G,f,0.5,-0.6672137012489194,0.035592150408774614
500,50,G,f,0.5,-1.3340336883989354,0.04299272323260084
1e3,50,G,f,0.5,1.9636712455984775,0.10401571349939331
100,10,J,f,0.5,-1.6740874674589747,0.11212350247660652
500,10,J,f,0.5,-1.3199166322495317,0.12328431342029944
1e3,10,J,f,0.5,-0.47627108031975907,0.1978555778041482
100,25,J,f,0.5,0.26842546937035633,0.10372590483166277
500,25,J,f,0.5,-0.4793460921895234,0.1476243759971112
1e3,25,J,f,0.5,2.2710481133385194,0.08396920759696513
100,50,J,f,0.5,0.07232582928792042,0.09209162293700501
500,50,J,f,0.5,-2.7547559344921444,0.12084984354441985
1e3,50,J,f,0.5,-0.2903557436709808,0.21136346942512318
100,10,N,f,0.5,-0.7132963829969841,0.020517380500677973
500,10,N,f,0.5,0.18329899373231034,0.12681930209510028
1e3,10,N,f,0.5,-1.3896801615281353,0.004822667979169637
100,25,N,f,0.5,0.7153999182158207,0.19216870167292655
500,25,N,f,0.5,1.255817814856452,0.11593525187345222
1e3,25,N,f,0.5,-0.383543405231907,0.22958819521591067
100,50,N,f,0.5,1.2913062620045523,0.24013497692067176
500,50,N,f,0.5,3.302805018976246,0.23502348485635594
1e3,50,N,f,0.5,-1.1902111444354868,0.16829980543116108
100,10,G,v,0.5,-1.2243543337362577,0.21698255726369098
500,10,G,v,0.5,0.6960411025689117,0.029254237830173224
1e3,10,G,v,0.5,0.2740358970528686,0.0971420977730304
100,25,G,v,0.5,0.18720525211425926,0.16164157231105492
500,25,G,v,0.5,0.5381633559078755,0.24538682925049216
1e3,25,G,v,0.5,-2.116071515918296,0.10372188378823921
100,50,G,v,0.5,2.7903700541490286,0.15119348623557016
500,50,G,v,0.5,0.5658981307626553,0.1261639480944723
1e3,50,G,v,0.5,0.8615247363721568,0.08222376491175964
100,10,J,v,0.5,2.483534974560465,0.06308729824377224
500,10,J,v,0.5,-2.090285642946816,0.16286788519937545
1e3,10,J,v,0.5,-1.3073058395082016,0.08640690729953349
100,25,J,v,0.5,-0.3593086807068817,0.02798941743094474
500,25,J,v,0.5,0.01730342521655176,0.04522554040886462
1e3,25,J,v,0.5,1.8226057685892936,0.248036089760717
100,50,J,v,0.5,3.8149809491510935,0.07310237543424591
500,50,J,v,0.5,2.5538864924422238,0.005976879387162626
1e3,50,J,v,0.5,1.447304136635482,0.07236503448802978
100,10,N,v,0.5,-2.923453021357781,0.0032436417532153428
500,10,N,v,0.5,0.8383880456255722,0.06286460190312937
1e3,10,N,v,0.5,-0.4170353603764708,0.21920581872109324
100,25,N,v,0.5,-2.394815976006098,0.11233018100028858
500,25,N,v,0.5,0.10544065050972573,0.07219999510562047
1e3,25,N,v,0.5,1.4131401393494798,0.2377175790606998
100,50,N,v,0.5,1.6411056041613168,0.04543341347016394
500,50,N,v,0.5,0.9305494773459415,0.2228886258089915
1e3,50,N,v,0.5,0.6276953771762283,0.1292132709058933
100,10,G,z,0.5,0.8275524193094456,0.13172528438735753
500,10,G,z,0.5,-3.7889730104071493,0.23832284240052104
1e3,10,G,z,0.5,-0.4409157747946225,0.16024155082413927
100,25,G,z,0.5,0.2848733429973211,0.16389986727153882
500,25,G,z,0.5,1.6439116077693838,0.17978232086170465
1e3,25,G,z,0.5,0.7169131611814266,0.14493838039925322
100,50,G,z,0.5,0.3977125007170551,0.024681336421053857
500,50,G,z,0.5,1.9877962150751445,0.1685571928974241
1e3,50,G,z,0.5,1.5234410727231016,0.16353817092021927
100,10,J,z,0.5,-0.9023457422042325,0.12633252376690507
500,10,J,z,0.5,0.917129128140802,0.014390776166692376
1e3,10,J,z,0.5,2.1862583108989955,0.08287161460611969
100,25,J,z,0.5,0.06906174104954305,0.1048024008050561
500,25,J,z,0.5,0.621457957926864,0.16053188283694908
1e3,25,J,z,0.5,0.43295956037380745,0.07552079722518101
100,50,J,z,0.5,1.611498960576931,0.07810883212368935
500,50,J,z,0.5,-0.1780085729475952,0.1266774523537606
1e3,50,J,z,0.5,1.1300832753447256,0.11653313261922449
100,10,N,z,0.5,-1.6888184357903273,0.20484421926084906
500,10,N,z,0.5,0.7274493986618278,0.11059305671369657
1e3,10,N,z,0.5,0.16648944717231695,0.19607294106390327
100,25,N,z,0.5,-0.5674337486160521,0.16841454850509763
500,25,N,z,0.5,-0.2387062712020569,0.058812233444768935
1e3,25,N,z,0.5,-0.5643524528627191,0.021691787871532142
100,50,N,z,0.5,-1.440163700232853,0.1357772481860593
500,50,N,z,0.5,-0.5092686873492724,0.029045631061308086
1e3,50,N,z,0.5,-0.12932636204635428,0.08577674039406702
100,10,G,o,0.5,1.1632270436961032,0.047176743508316576
500,10,G,o,0.5,0.0648732277869552,0.05954075785120949
1e3,10,G,o,0.5,1.4699008032189682,0.0820874705677852
100,25,G,o,0.5,-3.3013058141542997,0.11219190125120804
500,25,G,o,0.5,1.650315390130588,0.19090645929099992
1e3,25,G,o,0.5,0.7354871370059282,0.014376505510881543
100,50,G,o,0.5,0.5785363820994844,0.1834726954693906
500,50,G,o,0.5,0.8390162823630951,0.15953214530600235
1e3,50,G,o,0.5,2.3424151567542935,0.2428274995763786
100,10,J,o,0.5,0.08779266700341792,0.10154912882717326
500,10,J,o,0.5,0.720638017129178,0.14717828325228766
1e3,10,J,o,0.5,0.5434337891182198,0.09634611057117581
100,25,J,o,0.5,-3.741840280078514,0.1978387227281928
500,25,J,o,0.5,1.9848457003204714,0.20482213399372995
1e3,25,J,o,0.5,3.2478031809552546,0.2337133505498059
100,50,J,o,0.5,0.7733122973782134,0.16858469287399203
500,50,J,o,0.5,-0.2896753527298612,0.2192539072711952
1e3,50,J,o,0.5,2.2631001001720197,0.1636683339602314
100,10,N,o,0.5,2.3887875960646996,0.09030812978744507
500,10,N,o,0.5,1.4410673706420531,0.17949453432811424
1e3,10,N,o,0.5,2.5722372293408866,0.11813985992921516
100,25,N,o,0.5,-0.6804443624002259,0.2317357463762164
500,25,N,o,0.5,0.546504070784869,0.005881123070139438
1e3,25,N,o,0.5,1.792318090130418,0.08642074570525438
100,50,N,o,0.5,0.6761499854123324,0.199432878929656
500,50,N,o,0.5,0.8860177145646808,0.13066332339076325
1e3,50,N,o,0.5,0.4235220928490239,0.16879095823969692
100,10,G,x,1,-2.1437619734168862,0.6692810840904713
500,10,G,x,1,-2.901613185729778,0.6135528474114835
1e3,10,G,x,1,3.0840516249991436,0.5065394842531532
100,25,G,x,1,0.8516122829637418,0.016890830593183637
500,25,G,x,1,3.603705655684249,0.3828258567955345
1e3,25,G,x,1,4.5751402379111825,0.965113886166364
100,50,G,x,1,2.661642152543404,0.9298295271582901
500,50,G,x,1,-3.2181550792382385,0.4983925009146333
1e3,50,G,x,1,3.892723157882504,0.8786018171813339
100,10,J,x,1,-2.9967484887037217,0.29278232366777956
500,10,J,x,1,2.361948299892026,0.12270192732103169
1e3,10,J,x,1,2.5813403913148694,0.8534519905224442
100,25,J,x,1,-1.1185635385004895,0.31047496711835265
500,25,J,x,1,2.8305360095419596,0.3999163298867643
1e3,25,J,x,1,1.4583540579068313,0.9175855156499892
100,50,J,x,1,1.3699697031373026,0.028416865039616823
500,50,J,x,1,1.3871767771679193,0.5587950523477048
1e3,50,J,x,1,0.4644004688537854,0.6189405173063278
100,10,N,x,1,0.9743921695421339,0.4806052490603179
500,10,N,x,1,-1.2668474488915225,0.16576390387490392
1e3,10,N,x,1,0.7649430030633873,0.0631248913705349
100,25,N,x,1,-0.8491395236571941,0.6942529536318034
500,25,N,x,1,3.577840981805518,0.9040464945137501
1e3,25,N,x,1,-1.0073130996656365,0.31165839452296495
100,50,N,x,1,-0.44844904134375674,0.24285314814187586
500,50,N,x,1,2.1045759199155083,0.36644303309731185
1e3,50,N,x,1,0.46556911535376033,0.7411262337118387
100,10,G,f,1,3.117782959364965,0.2752189324237406
500,10,G,f,1,0.936909003705306,0.04140279325656593
1e3,10,G,f,1,0.836249373212851,0.6407269150950015
100,25,G,f,1,3.0790905732709875,0.12491670739836991
500,25,G,f,1,-0.14799043834426628,0.5330950850620866
1e3,25,G,f,1,-1.8339880807476918,0.6016014884226024
100,50,G,f,1,3.57770343484147,0.7336352218408138
500,50,G,f,1,-2.064739976082825,0.06252187420614064
1e3,50,G,f,1,-0.37688705456120264,0.0240705544129014
100,10,J,f,1,-0.7901572134295474,0.04000184265896678
500,10,J,f,1,-2.8633376798214174,0.2250012115109712
1e3,10,J,f,1,2.1177261462853405,0.798281392082572
100,25,J,f,1,0.04631973389820487,0.2956060920841992
500,25,J,f,1,2.12383493865336,0.7209613991435617
1e3,25,J,f,1,1.6033011407311264,0.2962704561650753
100,50,J,f,1,2.7816678141165454,0.14094161009415984
500,50,J,f,1,1.4546606860134794,0.5723288129083812
1e3,50,J,f,1,-1.6937271788584662,0.3209817421156913
100,10,N,f,1,1.2412709266201654,0.31517409230582416
500,10,N,f,1,-0.4253783335449002,0.048643751768395305
1e3,10,N,f,1,-1.2890577407811405,0.3548177145421505
100,25,N,f,1,2.45434826321768,0.07503986824303865
500,25,N,f,1,-0.35148687156399894,0.13091207086108625
1e3,25,N,f,1,0.032645360833838954,6.95414375513792e-4
